"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status","Mode"
="01389Y","ZETRIX-C9Y","305","","","0.070","","-","-","0.070","0.065","0","","-","-","0%","","","","Active","Real Time"
="0140","XOXNET","401","0.015","0.020","0.020","-","0.025","0.015","0.030","0.010","359851","","68","1150915","75%","0.001","-0.69","","Active","Real Time"
="0143","KEYASIC","105","0.035","0.040","0.035","+0.005","0.040","0.035","0.055","0.030","33390","","37","521595","33%","","-0.46","","Active","Real Time"
="0145","TFP","405","0.020","0.020","0.020","-","0.025","0.020","0.040","0.015","22664","","48","1907235","50%","-0.002","-0.48","","Active","Real Time"
="0145WB","TFP-WB","405","","","-","","-","-","0.025","0.005","0","","-","261795","50%","-0.002","","","Delisted","Real Time"
="0146","JFTECH","105","0.485","0.485","0.480","+0.005","0.490","0.475","0.870","0.355","11272","0.52%","56","1137865","84%","0.011","0.38","106.04","Active","Real Time"
="0146WA","JFTECH-WA","105","","","0.005","","-","-","0.190","0.005","0","","-","400695","100%","-0.001","","","Active","Real Time"
="0147","INNITY","463","","","0.240","","-","-","0.460","0.150","0","","-","19360","58%","-0.009","-5.24","","Active","Real Time"
="0148","SUNZEN","401","","","0.270","","-","-","0.350","0.260","0","","-","354615","50%","","0.37","77.74","Active","Real Time"
="0148WC","SUNZEN-WC","401","0.065","0.070","0.060","+0.010","0.075","0.065","0.135","0.060","10808","","69","149370","43%","-0.002","","","Active","Real Time"
="0149","FIBON","102","","","0.390","","-","-","0.475","0.305","0","","-","22560","51%","0.002","4.53","8.64","Active","Real Time"
="0150","FINTEC","410","0.065","0.065","0.065","-","0.065","0.065","0.205","0.065","406","","-","78155","50%","-0.001","-44.32","","Active","Real Time"
="0150PA","FINTEC-PA","410","","","0.035","","-","-","0.145","0.030","0","","-","7440","26%","-0.019","","","Active","Real Time"
="0151","KGB","102","5.560","5.500","5.550","-0.050","5.580","5.480","5.560","2.600","31848","1.45%","45","3303575","73%","0.231","18.24","33.89","Active","Real Time"
="0151CM","KGB-CM","302","","","-","","-","-","0.410","0.085","0","","-","606840","93%","","","","Suspended","Real Time"
="0151CN","KGB-CN","302","","","0.340","","-","-","0.340","0.115","0","","-","42990","89%","","","","Active","Real Time"
="0151CO","KGB-CO","302","","","0.445","","-","-","0.445","0.120","0","","-","138595","96%","0.073","","","Active","Real Time"
="0151CP","KGB-CP","302","","","0.380","","-","-","0.380","0.135","0","","-","-","0%","","","","Active","Real Time"
="0151CQ","KGB-CQ","302","","","0.410","","-","-","0.410","0.140","0","","-","-","0%","","","","Active","Real Time"
="0151CR","KGB-CR","302","0.460","0.465","0.445","+0.020","0.465","0.460","0.445","0.210","250","","80","117270","76%","0.055","","","Active","Real Time"
="0151CS","KGB-CS","302","","","0.195","","-","-","0.200","0.135","0","","-","-","0%","","","","Active","Real Time"
="0151CT","KGB-CT","302","0.235","0.235","0.235","-","0.235","0.235","0.235","0.125","980","","-","101640","83%","","","","Active","Real Time"
="0151CU","KGB-CU","302","","","0.195","","-","-","0.200","0.185","0","","-","-","0%","","","","Active","Real Time"
="0151CV","KGB-CV","302","0.155","0.145","0.155","-0.010","0.155","0.140","0.155","0.105","6200","","30","-","0%","","","","Active","Real Time"
="0151CW","KGB-CW","302","","","0.175","","-","-","0.175","0.165","0","","-","-","0%","","","","Active","Real Time"
="0151CX","KGB-CX","302","0.095","0.095","0.095","-","0.095","0.095","0.095","0.090","1500","","33","-","0%","","","","Active","Real Time"
="0151WB","KGB-WB","102","4.090","4.090","4.110","-0.020","4.110","4.070","4.110","1.200","3228","","29","494130","86%","0.223","","","Active","Real Time"
="0152","DGB","405","0.040","0.040","0.045","-0.005","0.040","0.035","0.090","0.030","339321","","45","278135","63%","","-10.87","","Active","Real Time"
="0153","OVERSEA","401","0.030","0.035","0.025","+0.010","0.040","0.030","0.070","0.020","347596","","23","5944915","50%","-0.001","0.22","19.51","Active","Real Time"
="0153WB","OVERSEA-WB","401","","","0.010","","-","-","0.035","0.005","0","","-","310545","40%","-0.004","","","Active","Real Time"
="0154","EAH","405","0.005","0.005","0.005","-","0.005","0.005","0.010","0.005","14","","-","576925","100%","","-0.29","","Active","Real Time"
="0155","MGRC","462","0.180","0.200","0.190","+0.010","0.200","0.180","0.375","0.145","1335","","18","120905","50%","-0.001","-3.03","","Active","Real Time"
="0156","MPAY","405","0.070","0.075","0.070","+0.005","0.075","0.070","0.120","0.060","2047","","100","327945","37%","-0.002","-1.47","","Active","Real Time"
="0157","FOCUSP","101","0.545","0.555","0.550","+0.005","0.555","0.545","0.860","0.455","705","6.31%","74","418160","50%","-0.024","7.18","10.30","Active","Real Time"
="0158","SCC","401","0.210","0.230","0.205","+0.025","0.230","0.210","0.295","0.190","194","","77","13460","44%","-0.003","0.24","94.66","Active","Real Time"
="0159","MMM","163","","","0.015","","-","-","0.120","0.005","0","","-","1031620","27%","-0.015","-0.20","","Suspended, Alert","Real Time"
="0160","HHHCORP","402","0.120","0.120","0.125","-0.005","0.120","0.120","0.140","0.110","500","","-","68520","55%","","1.02","12.53","Active","Real Time"
="0161","HEXIND","102","0.340","0.340","0.340","-","0.340","0.330","0.520","0.330","36752","","78","3914870","17%","-0.005","1.01","32.89","Active","Real Time"
="0162","WIDAD","403","0.020","0.020","0.020","-","0.020","0.015","0.060","0.010","5741","","98","3400730","50%","","-0.30","","Active","Real Time"
="0163","CAREPLS","162","0.090","0.090","0.095","-0.005","0.100","0.090","0.280","0.080","13547","","66","1578085","50%","-0.003","-11.15","","Active","Real Time"
="0165","XOX","463","0.250","0.290","0.250","+0.040","0.295","0.250","0.605","0.175","16297","","66","250205","46%","-0.009","-7.33","","Active","Real Time"
="0165PA","XOX-PA","463","0.115","0.115","0.115","-","0.115","0.115","0.290","0.070","20","","100","9250","50%","0.006","","","Active","Real Time"
="0166","INARI","105","2.200","2.150","2.200","-0.050","2.210","2.150","3.220","1.420","67552","2.56%","31","11864530","72%","0.050","5.78","38.22","Active","Real Time"
="01663E","INARI-C3E","305","","","0.005","","-","-","0.065","0.005","0","","-","204920","43%","-0.002","","","Active","Real Time"
="01663F","INARI-C3F","305","0.050","0.050","0.040","+0.010","0.050","0.050","0.095","0.010","130","","-","110485","64%","0.001","","","Active","Real Time"
="01663G","INARI-C3G","305","","","0.005","","-","-","0.120","0.005","0","","-","766395","29%","-0.011","","","Active","Real Time"
="01663H","INARI-C3H","305","0.090","0.090","0.085","+0.005","0.090","0.090","0.135","0.025","100","","-","238460","67%","0.004","","","Active","Real Time"
="01663I","INARI-C3I","305","0.085","0.085","0.085","-","0.085","0.085","0.135","0.030","4000","","50","440225","67%","0.004","","","Active","Real Time"
="01663J","INARI-C3J","305","","","0.045","","-","-","0.110","0.020","0","","-","549110","57%","","","","Active","Real Time"
="01663K","INARI-C3K","305","","","0.090","","-","-","0.160","0.045","0","","-","578930","74%","0.003","","","Active","Real Time"
="01663L","INARI-C3L","305","","","0.125","","-","-","0.190","0.075","0","","-","360445","71%","0.003","","","Active","Real Time"
="01663M","INARI-C3M","305","","","0.085","","-","-","0.155","0.045","0","","-","1042150","71%","-0.001","","","Active","Real Time"
="01663N","INARI-C3N","305","0.215","0.215","0.205","+0.010","0.215","0.215","0.290","0.115","400","","-","50755","74%","0.006","","","Active","Real Time"
="01663O","INARI-C3O","305","0.075","0.075","0.075","-","0.075","0.075","0.135","0.045","1000","","50","1173095","78%","0.002","","","Active","Real Time"
="01663P","INARI-C3P","305","0.045","0.045","0.045","-","0.045","0.045","0.055","0.030","33000","","48","1789830","56%","","","","Active","Real Time"
="01663Q","INARI-C3Q","305","0.095","0.095","0.090","+0.005","0.095","0.095","0.100","0.070","50000","","100","-","0%","","","","Active","Real Time"
="01663R","INARI-C3R","305","","","0.075","","-","-","0.080","0.055","0","","-","-","46%","","","","Active","Real Time"
="01663S","INARI-C3S","305","","","0.120","","-","-","0.130","0.090","0","","-","-","0%","","","","Active","Real Time"
="01663T","INARI-C3T","305","","","0.075","","-","-","0.100","0.045","0","","-","-","0%","","","","Active","Real Time"
="01663U","INARI-C3U","305","0.130","0.125","0.135","-0.010","0.130","0.125","0.145","0.070","700","","-","568595","68%","0.013","","","Active","Real Time"
="01663V","INARI-C3V","305","","","0.120","","-","-","0.120","0.115","0","","-","-","0%","","","","Active","Real Time"
="01663W","INARI-C3W","305","","","0.150","","-","-","","","0","","-","-","0%","","","","Active","Real Time"
="0166HE","INARI-HE","305","","","0.110","","-","-","0.155","0.110","0","","-","650275","32%","","","","Active","Real Time"
="0167","MCLEAN","402","0.505","0.490","0.505","-0.015","0.505","0.475","0.535","0.200","72584","","38","9179620","94%","0.055","3.14","19.72","Active","Real Time"
="0168","BMGREEN","161","1.600","1.660","1.610","+0.050","1.670","1.600","2.000","1.430","10741","1.66%","83","1270110","63%","-0.039","8.91","20.90","Active","Real Time"
="0168WA","BMGREEN-WA","161","0.320","0.330","0.305","+0.025","0.330","0.305","0.580","0.270","3247","","36","270765","55%","-0.012","","","Active","Real Time"
="0169","SMTRACK","405","0.010","0.015","0.010","+0.005","0.015","0.010","0.025","0.005","4","","75","364570","50%","","-1.33","","Active","Real Time"
="0170","KANGER","401","0.035","0.030","0.035","-0.005","0.035","0.030","0.050","0.025","2230","","-","210775","50%","","-2.47","","Active","Real Time"
="0170WB","KANGER-WB","401","","","0.005","","-","-","0.010","0.005","0","","-","773040","50%","","","","Active","Real Time"
="0171","PLABS","401","0.260","0.265","0.260","+0.005","0.265","0.260","0.550","0.170","20","","100","182290","35%","-0.010","1.03","23.23","Active","Real Time"
="0172","OCK","163","0.415","0.425","0.415","+0.010","0.430","0.415","0.500","0.355","14311","2.35%","64","1574165","53%","0.002","3.09","10.97","Active","Real Time"
="0172WB","OCK-WB","163","0.025","0.025","0.025","-","0.030","0.025","0.160","0.010","11720","","64","3831515","57%","","","","Active","Real Time"
="0173","CATCHA","463","0.275","0.270","0.270","-","0.275","0.265","0.400","0.230","1087","","27","121810","25%","0.002","1.48","18.48","Active","Real Time"
="0174","EVD","405","0.065","0.060","0.065","-0.005","0.065","0.060","0.130","0.050","5099","","19","138010","44%","","-5.00","","Active","Real Time"
="0174PA","EVD-PA","405","","","0.015","","-","-","0.040","0.010","0","","-","40690","50%","-0.002","","","Active","Real Time"
="0174WB","EVD-WB","405","","","0.035","","-","-","0.070","0.020","0","","-","160095","58%","-0.001","","","Active","Real Time"
="0175","HHRG","402","0.120","0.115","0.120","-0.005","0.120","0.105","0.165","0.080","185083","","59","10029235","47%","0.001","0.81","15.49","Active","Real Time"
="0175WA","HHRG-WA","402","","","0.050","","-","-","0.180","0.025","0","","-","248105","58%","-0.047","","","Active","Real Time"
="0176","KRONO","405","0.210","0.240","0.220","+0.020","0.240","0.210","0.345","0.180","76880","","65","414975","58%","-0.002","1.55","18.64","Active","Real Time"
="0176WA","KRONO-WA","405","0.040","0.050","0.040","+0.010","0.050","0.040","0.130","0.035","3732","","77","95375","50%","","","","Active","Real Time"
="0177","PASUKGB","402","0.070","0.075","0.070","+0.005","0.075","0.070","0.175","0.050","1134","","100","69310","50%","","-9.43","","Active","Real Time"
="0178","SEDANIA","401","0.090","0.090","0.090","-","0.095","0.090","0.160","0.080","1044","","4","219595","50%","","-0.70","","Active","Real Time"
="0179","BIOHLDG","401","","","0.015","","-","-","0.075","0.005","0","","-","105670","50%","","-3.55","","Active","Real Time"
="0179PA","BIOHLDG-PA","401","","","0.005","","-","-","0.010","0.005","0","","-","110845","100%","","","","Active","Real Time"
="0179WB","BIOHLDG-WB","401","","","0.005","","-","-","0.025","0.005","0","","-","83530","43%","-0.001","","","Active","Real Time"
="0180","KTC","101","0.150","0.150","0.150","-","0.150","0.150","0.215","0.120","1060","","65","581295","71%","0.004","2.76","5.36","Active","Real Time"
="0181","AEMULUS","405","0.270","0.265","0.270","-0.005","0.270","0.265","0.320","0.180","8105","","29","1432055","71%","0.002","-3.26","","Active","Real Time"
="0182","LKL","462","0.035","0.035","0.035","-","0.040","0.035","0.135","0.025","10589","","79","820340","30%","-0.005","-9.73","","Active","Real Time"
="0182WA","LKL-WA","462","","","0.005","","-","-","0.020","0.005","0","","-","545505","100%","-0.001","","","Active","Real Time"
="0183","SALUTE","101","0.205","0.200","0.205","-0.005","0.210","0.195","0.760","0.165","10256","","46","1077515","65%","","-7.03","","Active","Real Time"
="0185","HSSEB","102","0.670","0.685","0.665","+0.020","0.690","0.670","1.190","0.500","21516","","60","1451980","51%","","4.96","13.94","Active","Real Time"
="0186","PTRANS","101","0.670","0.680","0.675","+0.005","0.680","0.655","0.805","0.660","154622","3.31%","81","8772575","100%","-0.003","6.45","11.50","Active","Real Time"
="0186WB","PTRANS-WB","101","0.170","0.170","0.180","-0.010","0.175","0.165","0.275","0.165","5622","","4","283320","58%","","","","Active","Real Time"
="0187","BCMALL","402","0.005","0.005","0.010","-0.005","0.010","0.005","0.015","0.005","620","","91","6390235","60%","","-0.44","","Active","Real Time"
="0188","HLT","402","0.035","0.030","0.030","-","0.035","0.030","0.140","0.025","11756","","40","422400","50%","-0.001","-2.69","","Active","Real Time"
="0188WB","HLT-WB","402","","","0.010","","-","-","0.020","0.005","0","","-","1714055","40%","","","","Active","Real Time"
="0189","MATANG","425","0.070","0.075","0.070","+0.005","0.075","0.070","0.090","0.065","720","","42","744575","50%","","0.25","30.05","Active","Real Time"
="0190","ESAFE","402","0.120","0.125","0.120","+0.005","0.125","0.120","0.190","0.105","1270","","100","113035","44%","-0.002","-1.62","","Active","Real Time"
="0191","CABNET","405","0.340","0.370","0.335","+0.035","0.370","0.325","0.495","0.260","25925","","70","481545","79%","0.014","1.29","28.66","Active","Real Time"
="0192","INTA","103","0.425","0.435","0.425","+0.010","0.435","0.420","0.545","0.345","24846","4.60%","70","1729210","50%","-0.004","6.08","8.09","Active","Real Time"
="0192WA","INTA-WA","103","0.065","0.070","0.070","-","0.070","0.060","0.195","0.045","3526","","70","671650","43%","-0.007","","","Active","Real Time"
="0193","KAB","161","0.360","0.365","0.360","+0.005","0.365","0.360","0.370","0.295","59879","","98","8093985","63%","0.006","1.08","36.32","Active","Real Time"
="0193CI","KAB-CI","361","","","-","","-","-","0.035","0.030","0","","-","-","0%","","","","Suspended","Real Time"
="0195","BINACOM","463","0.120","0.120","0.120","-","0.120","0.120","0.230","0.100","1580","","81","310610","50%","","0.47","34.65","Active","Real Time"
="0195WA","BINACOM-WA","463","","","0.005","","-","-","0.050","0.005","0","","-","560515","100%","-0.001","","","Active","Real Time"
="0196","QES","102","0.395","0.400","0.400","-","0.400","0.395","0.620","0.340","22185","1.38%","50","1393380","60%","","2.08","19.51","Active","Real Time"
="0197","WEGMANS","101","0.110","0.110","0.110","-","0.110","0.110","0.195","0.105","1467","","74","32390","37%","-0.002","1.09","9.80","Active","Real Time"
="0198","GDB","103","0.470","0.475","0.475","-","0.480","0.465","0.480","0.265","32452","1.47%","32","2138365","65%","0.019","2.85","16.66","Active","Real Time"
="0198WA","GDB-WA","103","0.040","0.040","0.045","-0.005","0.045","0.040","0.100","0.020","2692","","-","547505","67%","0.002","","","Active","Real Time"
="0199","TRIMODE","464","","","0.200","","-","-","0.380","0.165","0","1.75%","-","19620","54%","-0.001","0.99","20.26","Active","Real Time"
="0200","REVENUE","105","0.075","0.075","0.075","-","0.075","0.070","0.165","0.065","9338","","98","977425","60%","","-2.22","","Active","Real Time"
="0201","NOVA","162","0.350","0.350","0.345","+0.005","0.350","0.350","0.480","0.260","454","","100","59320","48%","0.001","2.43","14.43","Active","Real Time"
="0202","RGTECH","405","0.260","0.260","0.260","-","0.260","0.260","0.370","0.230","50","1.92%","60","89800","50%","-0.002","1.52","17.72","Active","Real Time"
