"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status","Mode"
="0145","TFP","405","0.020","0.020","0.020","-","0.020","0.015","0.040","0.015","206","","1","1905975","43%","-0.002","-0.48","","Active","Real Time"
="0145WB","TFP-WB","405","","","-","","-","-","0.025","0.005","0","","-","261795","50%","-0.002","","","Suspended","Real Time"
="0146","JFTECH","105","0.455","0.460","0.455","+0.005","0.475","0.455","0.870","0.355","14394","0.54%","50","729610","61%","0.003","0.38","100.58","Active","Real Time"
="0146WA","JFTECH-WA","105","0.005","0.005","0.005","-","0.005","0.005","0.190","0.005","5500","","100","374905","100%","-0.001","","","Active","Real Time"
="0147","INNITY","463","","","0.240","","-","-","0.460","0.150","0","","-","19360","58%","-0.009","-5.24","","Active","Real Time"
="0148","SUNZEN","401","0.270","0.270","0.270","-","0.270","0.270","0.350","0.260","460","","2","405735","43%","","0.37","77.74","Active","Real Time"
="0148WC","SUNZEN-WC","401","0.060","0.060","0.065","-0.005","0.060","0.060","0.135","0.060","2683","","-","143940","50%","-0.001","","","Active","Real Time"
="0149","FIBON","102","","","0.405","","-","-","0.475","0.305","0","","-","24700","56%","0.001","4.53","8.97","Active","Real Time"
="0150","FINTEC","410","0.070","0.070","0.070","-","0.070","0.070","0.215","0.065","1426","","81","80005","50%","-0.001","-44.32","","Active","Real Time"
="0150PA","FINTEC-PA","410","","","0.035","","-","-","0.145","0.030","0","","-","7440","26%","-0.019","","","Active","Real Time"
="0151","KGB","102","5.340","5.400","5.340","+0.060","5.400","5.280","5.380","2.600","27463","1.48%","55","3010890","69%","0.226","18.24","33.25","Active","Real Time"
="0151CM","KGB-CM","302","","","0.410","","-","-","0.410","0.085","0","","-","606840","93%","","","","Active","Real Time"
="0151CN","KGB-CN","302","","","0.320","","-","-","0.320","0.115","0","","-","44645","88%","","","","Active","Real Time"
="0151CO","KGB-CO","302","","","0.430","","-","-","0.430","0.120","0","","-","138555","93%","0.068","","","Active","Real Time"
="0151CP","KGB-CP","302","","","0.380","","-","-","0.380","0.135","0","","-","-","0%","","","","Active","Real Time"
="0151CQ","KGB-CQ","302","","","0.410","","-","-","0.410","0.140","0","","-","-","0%","","","","Active","Real Time"
="0151CR","KGB-CR","302","0.415","0.420","0.415","+0.005","0.425","0.410","0.420","0.210","1422","","28","123865","72%","0.060","","","Active","Real Time"
="0151CS","KGB-CS","302","","","0.195","","-","-","0.200","0.135","0","","-","-","0%","","","","Active","Real Time"
="0151CT","KGB-CT","302","0.210","0.210","0.210","-","0.210","0.210","0.215","0.125","300","","100","97445","80%","","","","Active","Real Time"
="0151CU","KGB-CU","302","","","0.190","","-","-","0.200","0.185","0","","-","-","0%","","","","Active","Real Time"
="0151CV","KGB-CV","302","0.115","0.130","0.125","+0.005","0.130","0.115","0.130","0.105","1619","","94","-","0%","","","","Active","Real Time"
="0151CW","KGB-CW","302","","","0.175","","-","-","0.175","0.175","0","","-","-","0%","","","","Active","Real Time"
="0151WB","KGB-WB","102","3.930","3.970","3.910","+0.060","3.970","3.910","3.990","1.200","2377","","81","447220","71%","0.222","","","Active","Real Time"
="0152","DGB","405","0.035","0.035","0.035","-","0.035","0.035","0.090","0.030","300","","100","208895","57%","-0.001","-10.87","","Active","Real Time"
="0153","OVERSEA","401","0.025","0.025","0.025","-","0.025","0.025","0.070","0.020","551","","100","5957310","50%","-0.001","0.22","13.94","Active","Real Time"
="0153WB","OVERSEA-WB","401","","","0.010","","-","-","0.035","0.005","0","","-","310545","40%","-0.004","","","Active","Real Time"
="0154","EAH","405","","","0.005","","-","-","0.010","0.005","0","","-","612825","100%","","-0.29","","Active","Real Time"
="0155","MGRC","462","0.190","0.185","0.190","-0.005","0.190","0.185","0.375","0.145","1386","","-","88495","45%","-0.002","-3.03","","Active","Real Time"
="0156","MPAY","405","0.070","0.070","0.070","-","0.070","0.070","0.120","0.060","5153","","-","320700","33%","-0.003","-1.47","","Active","Real Time"
="0157","FOCUSP","101","0.535","0.540","0.535","+0.005","0.540","0.535","0.860","0.455","1575","6.48%","25","387370","41%","-0.032","7.18","10.02","Active","Real Time"
="0158","SCC","401","","","0.205","","-","-","0.295","0.190","0","","-","13460","44%","-0.003","0.24","84.37","Active","Real Time"
="0159","MMM","163","","","0.015","","-","-","0.120","0.005","0","","-","1031620","27%","-0.015","-0.20","","Suspended, Alert","Real Time"
="0160","HHHCORP","402","","","0.125","","-","-","0.140","0.110","0","","-","63525","50%","","1.02","13.05","Active","Real Time"
="0161","HEXIND","102","0.340","0.340","0.340","-","0.340","0.335","0.520","0.330","53900","","98","3747775","25%","-0.005","1.01","32.89","Active","Real Time"
="0162","WIDAD","403","0.020","0.020","0.020","-","0.020","0.015","0.060","0.010","6448","","-","4556665","60%","","-0.30","","Active","Real Time"
="0163","CAREPLS","162","0.080","0.085","0.085","-","0.085","0.080","0.290","0.080","7561","","32","1383300","33%","-0.006","-11.15","","Active","Real Time"
="0165","XOX","463","0.225","0.235","0.225","+0.010","0.235","0.215","0.605","0.175","1664","","43","174900","35%","-0.016","-7.33","","Active","Real Time"
="0165PA","XOX-PA","463","","","0.115","","-","-","0.290","0.070","0","","-","9250","50%","0.006","","","Active","Real Time"
="0166","INARI","105","2.170","2.160","2.160","-","2.190","2.120","3.220","1.420","94060","2.55%","61","11921955","68%","0.036","5.78","38.40","Active","Real Time"
="01663E","INARI-C3E","305","","","0.005","","-","-","0.065","0.005","0","","-","204920","43%","-0.002","","","Active","Real Time"
="01663F","INARI-C3F","305","0.035","0.045","0.035","+0.010","0.045","0.035","0.095","0.010","101","","99","125580","58%","-0.001","","","Active","Real Time"
="01663G","INARI-C3G","305","","","0.005","","-","-","0.120","0.005","0","","-","766395","29%","-0.011","","","Active","Real Time"
="01663H","INARI-C3H","305","0.090","0.090","0.085","+0.005","0.090","0.090","0.135","0.025","400","","100","377240","62%","0.002","","","Active","Real Time"
="01663I","INARI-C3I","305","0.090","0.085","0.085","-","0.090","0.080","0.135","0.030","11335","","49","421090","70%","0.003","","","Active","Real Time"
="01663J","INARI-C3J","305","0.045","0.045","0.040","+0.005","0.045","0.045","0.110","0.020","100","","-","628650","57%","","","","Active","Real Time"
="01663K","INARI-C3K","305","","","0.085","","-","-","0.160","0.045","0","","-","709330","65%","0.001","","","Active","Real Time"
="01663L","INARI-C3L","305","","","0.120","","-","-","0.190","0.075","0","","-","367695","56%","","","","Active","Real Time"
="01663M","INARI-C3M","305","","","0.085","","-","-","0.155","0.045","0","","-","1045985","71%","-0.002","","","Active","Real Time"
="01663N","INARI-C3N","305","","","0.205","","-","-","0.290","0.115","0","","-","50755","74%","0.006","","","Active","Real Time"
="01663O","INARI-C3O","305","0.070","0.075","0.080","-0.005","0.075","0.070","0.135","0.045","3100","","50","1265045","80%","","","","Active","Real Time"
="01663P","INARI-C3P","305","","","0.045","","-","-","0.055","0.030","0","","-","1789830","56%","","","","Active","Real Time"
="01663Q","INARI-C3Q","305","","","0.090","","-","-","0.100","0.070","0","","-","-","0%","","","","Active","Real Time"
="01663R","INARI-C3R","305","","","0.075","","-","-","0.080","0.055","0","","-","-","50%","","","","Active","Real Time"
="01663S","INARI-C3S","305","0.120","0.120","0.105","+0.015","0.120","0.120","0.130","0.090","400","","-","-","0%","","","","Active","Real Time"
="01663T","INARI-C3T","305","","","0.075","","-","-","0.100","0.045","0","","-","-","0%","","","","Active","Real Time"
="01663U","INARI-C3U","305","0.120","0.130","0.125","+0.005","0.130","0.120","0.145","0.070","1333","","94","520255","69%","0.010","","","Active","Real Time"
="01663V","INARI-C3V","305","","","0.120","","-","-","0.120","0.115","0","","-","-","0%","","","","Active","Real Time"
="0166HE","INARI-HE","305","","","0.110","","-","-","0.155","0.110","0","","-","650275","32%","","","","Active","Real Time"
="0167","MCLEAN","402","0.500","0.515","0.500","+0.015","0.535","0.485","0.530","0.200","221072","","54","7721585","82%","0.042","3.14","20.72","Active","Real Time"
="0168","BMGREEN","161","1.570","1.560","1.570","-0.010","1.580","1.540","2.000","1.430","9315","1.76%","20","1214400","44%","-0.051","8.91","19.64","Active","Real Time"
="0168WA","BMGREEN-WA","161","0.320","0.300","0.305","-0.005","0.320","0.300","0.580","0.270","816","","1","279455","53%","-0.013","","","Active","Real Time"
="0169","SMTRACK","405","0.010","0.010","0.010","-","0.010","0.005","0.025","0.005","4069","","51","368435","100%","","-1.33","","Active","Real Time"
="0170","KANGER","401","0.035","0.030","0.035","-0.005","0.035","0.030","0.050","0.025","4244","","90","256960","100%","","-2.47","","Active","Real Time"
="0170WB","KANGER-WB","401","","","0.005","","-","-","0.010","0.005","0","","-","773040","50%","","","","Active","Real Time"
="0171","PLABS","401","0.270","0.265","0.270","-0.005","0.270","0.255","0.550","0.170","287","","59","293950","39%","-0.011","1.03","23.23","Active","Real Time"
="0172","OCK","163","0.415","0.425","0.415","+0.010","0.425","0.410","0.500","0.355","12620","2.35%","53","1462970","58%","0.002","3.09","10.97","Active","Real Time"
="0172WB","OCK-WB","163","0.020","0.030","0.025","+0.005","0.030","0.020","0.160","0.010","8803","","42","3762620","54%","","","","Active","Real Time"
="0173","CATCHA","463","0.275","0.275","0.280","-0.005","0.275","0.275","0.400","0.230","500","","-","91125","43%","0.004","1.48","18.83","Active","Real Time"
="0174","EVD","405","0.060","0.060","0.065","-0.005","0.060","0.060","0.130","0.050","100","","-","292720","37%","0.002","-5.00","","Active","Real Time"
="0174PA","EVD-PA","405","","","0.015","","-","-","0.040","0.010","0","","-","40690","50%","-0.002","","","Active","Real Time"
="0174WB","EVD-WB","405","0.035","0.035","0.035","-","0.035","0.035","0.070","0.020","400","","100","158100","50%","-0.001","","","Active","Real Time"
="0175","HHRG","402","0.125","0.130","0.120","+0.010","0.130","0.120","0.165","0.080","166345","","76","8068930","37%","","0.81","17.43","Active","Real Time"
="0175WA","HHRG-WA","402","0.035","0.035","0.035","-","0.035","0.035","0.180","0.025","56","","-","23005","35%","-0.052","","","Active","Real Time"
="0176","KRONO","405","0.215","0.215","0.210","+0.005","0.215","0.210","0.355","0.180","5193","","79","397990","42%","-0.004","1.55","16.69","Active","Real Time"
="0176WA","KRONO-WA","405","0.045","0.045","0.040","+0.005","0.045","0.045","0.130","0.035","212","","-","92565","60%","-0.001","","","Active","Real Time"
="0177","PASUKGB","402","0.070","0.070","0.065","+0.005","0.070","0.065","0.175","0.050","1784","","63","77700","50%","","-9.43","","Active","Real Time"
="0178","SEDANIA","401","0.085","0.085","0.090","-0.005","0.085","0.085","0.165","0.080","2","","-","219630","50%","-0.001","-0.70","","Active","Real Time"
="0179","BIOHLDG","401","0.010","0.015","0.015","-","0.015","0.010","0.080","0.005","1107","","18","103215","50%","","-3.55","","Active","Real Time"
="0179PA","BIOHLDG-PA","401","","","0.005","","-","-","0.010","0.005","0","","-","110845","100%","","","","Active","Real Time"
="0179WB","BIOHLDG-WB","401","","","0.005","","-","-","0.025","0.005","0","","-","83530","43%","-0.001","","","Active","Real Time"
="0180","KTC","101","0.150","0.150","0.150","-","0.150","0.150","0.215","0.120","2472","","-","570400","71%","0.004","2.76","5.36","Active","Real Time"
="0181","AEMULUS","405","0.270","0.270","0.265","+0.005","0.270","0.260","0.320","0.180","7078","","26","1368050","62%","-0.001","-3.26","","Active","Real Time"
="0182","LKL","462","0.030","0.035","0.035","-","0.035","0.030","0.135","0.025","10102","","5","735790","30%","-0.006","-9.73","","Active","Real Time"
="0182WA","LKL-WA","462","","","0.005","","-","-","0.020","0.005","0","","-","545505","100%","-0.001","","","Active","Real Time"
="0183","SALUTE","101","0.185","0.190","0.185","+0.005","0.195","0.185","0.760","0.165","14042","","66","966185","53%","-0.004","-7.03","","Active","Real Time"
="0185","HSSEB","102","0.635","0.635","0.625","+0.010","0.640","0.630","1.190","0.500","4439","","60","2052820","38%","-0.006","4.96","12.92","Active","Real Time"
="0186","PTRANS","101","0.690","0.680","0.690","-0.010","0.690","0.675","0.805","0.660","101505","3.31%","68","8106825","100%","","6.45","11.49","Active","Real Time"
="0186WB","PTRANS-WB","101","0.180","0.180","0.180","-","0.185","0.180","0.275","0.165","4000","","78","275485","63%","","","","Active","Real Time"
="0187","BCMALL","402","0.010","0.010","0.010","-","0.010","0.005","0.015","0.005","778","","75","6423625","50%","","-0.44","","Active","Real Time"
="0188","HLT","402","0.030","0.030","0.030","-","0.030","0.025","0.145","0.025","5321","","100","727545","50%","-0.002","-2.69","","Active","Real Time"
="0188WB","HLT-WB","402","","","0.015","","-","-","0.020","0.005","0","","-","2605495","50%","","","","Active","Real Time"
="0189","MATANG","425","0.075","0.075","0.070","+0.005","0.075","0.075","0.090","0.065","27000","","100","609915","33%","","0.25","30.05","Active","Real Time"
="0190","ESAFE","402","","","0.120","","-","-","0.190","0.105","0","","-","113260","44%","-0.002","-1.62","","Active","Real Time"
="0191","CABNET","405","0.330","0.325","0.330","-0.005","0.340","0.320","0.495","0.260","4388","","59","379085","78%","0.011","1.29","25.17","Active","Real Time"
="0192","INTA","103","0.430","0.420","0.420","-","0.430","0.415","0.545","0.345","19067","4.76%","37","1576520","57%","-0.004","6.08","7.81","Active","Real Time"
="0192WA","INTA-WA","103","0.060","0.070","0.065","+0.005","0.070","0.055","0.195","0.045","2781","","53","655900","43%","-0.011","","","Active","Real Time"
="0193","KAB","161","0.365","0.365","0.360","+0.005","0.365","0.360","0.370","0.295","52527","","93","8233695","57%","0.006","1.08","36.32","Active","Real Time"
="0193CI","KAB-CI","361","","","0.030","","-","-","0.035","0.030","0","","-","-","0%","","","","Active","Real Time"
="0195","BINACOM","463","0.120","0.120","0.120","-","0.125","0.115","0.230","0.100","9272","","69","288900","50%","","0.47","34.65","Active","Real Time"
="0195WA","BINACOM-WA","463","0.005","0.005","0.005","-","0.005","0.005","0.055","0.005","500","","100","558025","100%","-0.001","","","Active","Real Time"
="0196","QES","102","0.385","0.395","0.385","+0.010","0.405","0.385","0.620","0.340","32417","1.39%","83","1117825","47%","-0.003","2.08","19.27","Active","Real Time"
="0197","WEGMANS","101","","","0.115","","-","-","0.195","0.110","0","","-","31560","44%","-0.002","1.09","10.24","Active","Real Time"
="0198","GDB","103","0.480","0.470","0.480","-0.010","0.480","0.465","0.480","0.265","16749","1.49%","25","2432895","67%","0.020","2.85","16.48","Active","Real Time"
="0198WA","GDB-WA","103","0.035","0.040","0.040","-","0.045","0.035","0.105","0.020","9049","","78","582070","56%","","","","Active","Real Time"
="0199","TRIMODE","464","","","0.200","","-","-","0.380","0.165","0","1.75%","-","19620","54%","-0.001","0.99","20.26","Active","Real Time"
="0200","REVENUE","105","0.070","0.070","0.070","-","0.075","0.070","0.165","0.065","28132","","49","700745","50%","","-2.22","","Active","Real Time"
="0201","NOVA","162","0.340","0.345","0.340","+0.005","0.350","0.340","0.480","0.260","205","","20","54670","52%","","2.43","14.22","Active","Real Time"
="0202","RGTECH","405","0.255","0.255","0.255","-","0.255","0.255","0.370","0.230","380","1.96%","-","80615","48%","-0.002","1.52","17.37","Active","Real Time"
="0203","SMETRIC","405","0.110","0.110","0.110","-","0.115","0.100","0.205","0.105","39794","","19","1552555","13%","-0.009","0.88","12.42","Active","Real Time"
="0205","DPIH","401","","","0.105","","-","-","0.185","0.090","0","","-","82680","44%","-0.001","0.38","25.23","Active","Real Time"
="0206","NADIBHD","403","0.390","0.390","0.390","-","0.390","0.385","0.400","0.265","2473","","91","1260680","60%","0.006","0.76","42.56","Active","Real Time"
="0207","MESTRON","102","0.220","0.220","0.220","-","0.220","0.215","0.315","0.190","49093","","97","6444795","20%","-0.001","0.71","31.12","Active","Real Time"
="0207WA","MESTRON-WA","102","0.015","0.020","0.020","-","0.020","0.015","0.090","0.010","202","","-","485850","25%","","","","Active","Real Time"
