,,,,,,,,,,,,,,,,Code,Stock,Open,Last,Prv Close,Chg,High,Low,Y-High,Y-Low,Vol,DY*,B%,Vol MA (20),RSI (14),"MACD (26, 12)",EPS*,P/E,Status,Sector
4383C4,JTIASA-C4,,,0.005,,-,-,0.06,0.005,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,JTIASA-C4
4464,PHB,0.005,0.005,0.005,-,0.005,0.005,0.01,0.005,6400,,-,11313735,50%,,-0.04,,Active,,,,,,,,,,,,,,,,,PHB
46771H,YTL-C1H,,,0.015,,-,-,0.025,0.005,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,YTL-C1H
4235WA,LIONIND-WA,,,0.005,,-,-,0.05,0.005,0,,-,272040,50%,,,,Active,,,,,,,,,,,,,,,,,LIONIND-WA
419789,SIME-C89,0.005,0.005,0.005,-,0.005,0.005,0.065,0.005,1,,-,167850,41%,-0.011,,,Active,,,,,,,,,,,,,,,,,SIME-C89
419790,SIME-C90,,,0.005,,-,-,0.055,0.005,0,,-,392395,38%,,,,Active,,,,,,,,,,,,,,,,,SIME-C90
419791,SIME-C91,,,0.01,,-,-,0.085,0.005,0,,-,2568345,33%,-0.004,,,Active,,,,,,,,,,,,,,,,,SIME-C91
419792,SIME-C92,,,0.005,,-,-,0.04,0.005,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,SIME-C92
419793,SIME-C93,,,0.015,,-,-,0.105,0.005,0,,-,573350,44%,-0.004,,,Active,,,,,,,,,,,,,,,,,SIME-C93
419794,SIME-C94,,,0.015,,-,-,0.045,0.005,0,,-,213435,31%,,,,Active,,,,,,,,,,,,,,,,,SIME-C94
4758CS,ANCOMNY-CS,,,0.005,,-,-,0.07,0.005,0,,-,-,19%,,,,Active,,,,,,,,,,,,,,,,,ANCOMNY-CS
47153F,GENM-C3F,,,0.005,,-,-,0.105,0.005,0,,-,1363430,37%,-0.002,,,Active,,,,,,,,,,,,,,,,,GENM-C3F
4723WC,JAKS-WC,,,0.005,,-,-,0.03,0.005,0,,-,604180,100%,-0.001,,,Active,,,,,,,,,,,,,,,,,JAKS-WC
4731WC,SCIENTX-WC,0.03,0.04,0.025,+0.015,0.04,0.03,0.55,0.005,35708,,85,562835,57%,0.001,,,Active,,,,,,,,,,,,,,,,,SCIENTX-WC
5048LA,YB-LA,0.015,0.015,0.015,-,0.015,0.01,0.015,0.005,1904,,-,679840,100%,,,,Active,,,,,,,,,,,,,,,,,YB-LA
5048WA,YB-WA,,,0.005,,-,-,0.025,0.005,0,,-,115090,50%,-0.001,,,Active,,,,,,,,,,,,,,,,,YB-WA
510217,GCB-C17,,,0.005,,-,-,0.095,0.005,0,,-,809950,23%,,,,Active,,,,,,,,,,,,,,,,,GCB-C17
514147,DAYANG-C47,,,-,,-,-,0.08,0.005,0,,-,354800,14%,-0.018,,,Suspended,,,,,,,,,,,,,,,,,DAYANG-C47
51682N,HARTA-C2N,,,-,,-,-,0.235,0.005,0,,-,486730,42%,-0.023,,,Suspended,,,,,,,,,,,,,,,,,HARTA-C2N
51682O,HARTA-C2O,,,0.005,,-,-,0.155,0.005,0,,-,587970,50%,-0.012,,,Active,,,,,,,,,,,,,,,,,HARTA-C2O
51682P,HARTA-C2P,,,0.005,,-,-,0.12,0.005,0,,-,363450,100%,-0.003,,,Active,,,,,,,,,,,,,,,,,HARTA-C2P
51682Q,HARTA-C2Q,,,0.005,,-,-,0.07,0.005,0,,-,895100,31%,,,,Active,,,,,,,,,,,,,,,,,HARTA-C2Q
51682R,HARTA-C2R,,,0.01,,-,-,0.12,0.005,0,,-,109625,13%,-0.016,,,Active,,,,,,,,,,,,,,,,,HARTA-C2R
51682S,HARTA-C2S,,,0.005,,-,-,0.14,0.005,0,,-,108150,6%,-0.022,,,Active,,,,,,,,,,,,,,,,,HARTA-C2S
516119,JCY-C19,,,0.005,,-,-,0.065,0.005,0,,-,162455,20%,-0.005,,,Active,,,,,,,,,,,,,,,,,JCY-C19
5157,SG,0.01,0.01,0.01,-,0.01,0.005,0.025,0.005,5701,,79,173080,50%,,-0.38,,Active,,,,,,,,,,,,,,,,,SG
51481O,UEMS-C1O,0.01,0.01,0.005,+0.005,0.01,0.01,0.09,0.005,1000,,100,301380,37%,-0.005,,,Active,,,,,,,,,,,,,,,,,UEMS-C1O
5178WB,INGENIEU-WB,0.005,0.005,0.005,-,0.005,0.005,0.02,0.005,2300,,100,787270,100%,,,,Active,,,,,,,,,,,,,,,,,INGENIEU-WB
51831D,PCHEM-C1D,0.015,0.015,0.015,-,0.015,0.015,0.125,0.005,2329,,26,517345,67%,-0.004,,,Active,,,,,,,,,,,,,,,,,PCHEM-C1D
51831E,PCHEM-C1E,0.01,0.01,0.01,-,0.025,0.01,0.11,0.005,17342,,70,529035,60%,-0.004,,,Active,,,,,,,,,,,,,,,,,PCHEM-C1E
51831F,PCHEM-C1F,0.03,0.035,0.03,+0.005,0.035,0.025,0.05,0.005,16336,,52,1699410,78%,0.001,,,Active,,,,,,,,,,,,,,,,,PCHEM-C1F
52101B,ARMADA-C1B,,,0.005,,-,-,0.04,0.005,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,ARMADA-C1B
521098,ARMADA-C98,,,0.005,,-,-,0.06,0.005,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,ARMADA-C98
521099,ARMADA-C99,,,0.005,,-,-,0.05,0.005,0,,-,683530,29%,-0.006,,,Active,,,,,,,,,,,,,,,,,ARMADA-C99
5204WA,AWANTEC-WA,0.01,0.01,0.01,-,0.01,0.01,0.185,0.005,368,,100,249120,50%,-0.001,,,Active,,,,,,,,,,,,,,,,,AWANTEC-WA
5205WA,SENDAI-WA,0.02,0.025,0.025,-,0.03,0.02,0.425,0.005,15684,,20,5387995,60%,-0.002,,,Active,,,,,,,,,,,,,,,,,SENDAI-WA
519972,HIBISCS-C72,,,-,,-,-,0.07,0.005,0,,-,-,25%,,,,Suspended,,,,,,,,,,,,,,,,,HIBISCS-C72
519973,HIBISCS-C73,,,0.01,,-,-,0.11,0.005,0,,-,1599050,37%,-0.007,,,Active,,,,,,,,,,,,,,,,,HIBISCS-C73
519974,HIBISCS-C74,,,0.005,,-,-,0.12,0.005,0,,-,612810,17%,-0.006,,,Active,,,,,,,,,,,,,,,,,HIBISCS-C74
519975,HIBISCS-C75,0.01,0.01,0.005,+0.005,0.01,0.01,0.155,0.005,500,,100,414660,30%,-0.008,,,Active,,,,,,,,,,,,,,,,,HIBISCS-C75
522549,IHH-C49,,,-,,-,-,0.08,0.005,0,,-,630520,22%,-0.013,,,Suspended,,,,,,,,,,,,,,,,,IHH-C49
5218WA,VANTNRG-WA,0.065,0.04,0.065,-0.025,0.065,0.03,0.085,0.005,13394,,25,412045,100%,0.004,,,"Active, Alert",,,,,,,,,,,,,,,,,VANTNRG-WA
5213,SNTORIA,,,0.005,,-,-,0.045,0.005,0,,-,181625,100%,,-14.52,,"Active, Alert",,,,,,,,,,,,,,,,,SNTORIA
524844,BAUTO-C44,,,0.005,,-,-,0.065,0.005,0,,-,514020,17%,-0.013,,,Active,,,,,,,,,,,,,,,,,BAUTO-C44
524845,BAUTO-C45,,,0.005,,-,-,0.115,0.005,0,,-,466685,10%,,,,Active,,,,,,,,,,,,,,,,,BAUTO-C45
5260WB,OWG-WB,,,0.005,,-,-,0.15,0.005,0,,-,65730,50%,-0.009,,,Active,,,,,,,,,,,,,,,,,OWG-WB
524340,VELESTO-C40,,,-,,-,-,0.035,0.005,0,,-,809475,50%,-0.001,,,Suspended,,,,,,,,,,,,,,,,,VELESTO-C40
529636,MRDIY-C36,,,0.005,,-,-,0.1,0.005,0,,-,308530,17%,-0.004,,,Active,,,,,,,,,,,,,,,,,MRDIY-C36
529638,MRDIY-C38,,,0.005,,-,-,0.075,0.005,0,,-,107230,30%,-0.006,,,Active,,,,,,,,,,,,,,,,,MRDIY-C38
529211,UWC-C11,0.03,0.04,0.03,+0.010,0.04,0.03,0.16,0.005,7400,,73,281800,61%,0.005,,,Active,,,,,,,,,,,,,,,,,UWC-C11
530118,CTOS-C18,,,0.005,,-,-,0.03,0.005,0,,-,-,40%,,,,Active,,,,,,,,,,,,,,,,,CTOS-C18
5326CP,99SMART-CP,,,0.005,,-,-,0.11,0.005,0,,-,1606310,33%,-0.001,,,Suspended,,,,,,,,,,,,,,,,,99SMART-CP
5326CQ,99SMART-CQ,,,0.005,,-,-,0.075,0.005,0,,-,344145,100%,-0.002,,,Suspended,,,,,,,,,,,,,,,,,99SMART-CQ
5326CR,99SMART-CR,,,0.005,,-,-,0.075,0.005,0,,-,387190,40%,-0.006,,,Suspended,,,,,,,,,,,,,,,,,99SMART-CR
5326CT,99SMART-CT,0.005,0.005,0.005,-,0.005,0.005,0.065,0.005,1159,,100,235935,44%,-0.005,,,Active,,,,,,,,,,,,,,,,,99SMART-CT
53472V,TENAGA-C2V,,,0.005,,-,-,0.065,0.005,0,,-,449920,22%,-0.008,,,Active,,,,,,,,,,,,,,,,,TENAGA-C2V
53472X,TENAGA-C2X,,,0.005,,-,-,0.085,0.005,0,,-,1652885,29%,-0.009,,,Active,,,,,,,,,,,,,,,,,TENAGA-C2X
5398HC,GAMUDA-HC,,,0.005,,-,-,0.12,0.005,0,,-,623170,50%,-0.002,,,Active,,,,,,,,,,,,,,,,,GAMUDA-HC
659935,AEON-C35,0.005,0.005,0.005,-,0.005,0.005,0.175,0.005,9999,,39,632595,20%,-0.009,,,Active,,,,,,,,,,,,,,,,,AEON-C35
659936,AEON-C36,,,0.005,,-,-,0.055,0.005,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,AEON-C36
659937,AEON-C37,,,0.005,,-,-,0.05,0.005,0,,-,327270,13%,-0.01,,,Active,,,,,,,,,,,,,,,,,AEON-C37
6459CJ,MNRB-CJ,0.06,0.07,0.06,+0.010,0.07,0.05,0.13,0.005,9772,,61,-,33%,,,,Active,,,,,,,,,,,,,,,,,MNRB-CJ
68881J,AXIATA-C1J,,,0.08,,-,-,0.1,0.005,0,,-,793525,44%,0.009,,,Active,,,,,,,,,,,,,,,,,AXIATA-C1J
7018,CME,,,0.015,,-,-,0.025,0.005,0,,-,651060,50%,,-0.24,,Active,,,,,,,,,,,,,,,,,CME
7018WA,CME-WA,,,0.005,,-,-,0.02,0.005,0,,-,124175,33%,-0.004,,,Active,,,,,,,,,,,,,,,,,CME-WA
7017WD,KOMARK-WD,,,0.005,,-,-,0.02,0.005,0,,-,14565,17%,-0.006,,,Active,,,,,,,,,,,,,,,,,KOMARK-WD
696393,VS-C93,,,0.005,,-,-,0.115,0.005,0,,-,115240,45%,-0.024,,,Active,,,,,,,,,,,,,,,,,VS-C93
696394,VS-C94,,,0.015,,-,-,0.035,0.005,0,,-,260915,36%,,,,Active,,,,,,,,,,,,,,,,,VS-C94
7071WE,OCR-WE,0.015,0.025,0.015,+0.010,0.03,0.015,0.02,0.005,214245,,70,2735185,60%,,,,Active,,,,,,,,,,,,,,,,,OCR-WE
7080,PERMAJU,0.01,0.01,0.01,-,0.01,0.005,0.045,0.005,1272,,98,898650,50%,-0.001,-1.05,,Active,,,,,,,,,,,,,,,,,PERMAJU
7080PA,PERMAJU-PA,0.005,0.005,0.005,-,0.005,0.005,0.01,0.005,810,,100,382150,50%,,,,Active,,,,,,,,,,,,,,,,,PERMAJU-PA
7079WE,TWL-WE,,,0.005,,-,-,0.01,0.005,0,,-,1568050,33%,,,,Active,,,,,,,,,,,,,,,,,TWL-WE
7036,BORNOIL,0.005,0.005,0.005,-,0.005,0.005,0.015,0.005,102801,,100,3796770,100%,,0.28,2.27,Active,,,,,,,,,,,,,,,,,BORNOIL
7036WC,BORNOIL-WC,,,0.005,,-,-,0.005,0.005,0,,-,76405,100%,,,,Active,,,,,,,,,,,,,,,,,BORNOIL-WC
7036WD,BORNOIL-WD,,,0.005,,-,-,0.01,0.005,0,,-,97410,100%,,,,Active,,,,,,,,,,,,,,,,,BORNOIL-WD
7036WE,BORNOIL-WE,,,0.005,,-,-,0.005,0.005,0,,-,173110,100%,,,,Active,,,,,,,,,,,,,,,,,BORNOIL-WE
7114WB,DNONCE-WB,,,0.005,,-,-,0.025,0.005,0,,-,252110,40%,-0.001,,,Active,,,,,,,,,,,,,,,,,DNONCE-WB
71064R,SUPERMX-C4R,,,0.005,,-,-,0.05,0.005,0,,-,252490,17%,-0.004,,,Active,,,,,,,,,,,,,,,,,SUPERMX-C4R
71064U,SUPERMX-C4U,,,0.005,,-,-,0.08,0.005,0,,-,227025,30%,-0.014,,,Active,,,,,,,,,,,,,,,,,SUPERMX-C4U
71064V,SUPERMX-C4V,,,0.005,,-,-,0.065,0.005,0,,-,114820,20%,,,,Active,,,,,,,,,,,,,,,,,SUPERMX-C4V
71134U,TOPGLOV-C4U,,,0.02,,-,-,0.08,0.005,0,,-,1790020,56%,-0.007,,,Active,,,,,,,,,,,,,,,,,TOPGLOV-C4U
71134Y,TOPGLOV-C4Y,,,0.005,,-,-,0.07,0.005,0,,-,421925,29%,-0.009,,,Active,,,,,,,,,,,,,,,,,TOPGLOV-C4Y
71064O,SUPERMX-C4O,,,0.005,,-,-,0.11,0.005,0,,-,2310895,33%,-0.007,,,Active,,,,,,,,,,,,,,,,,SUPERMX-C4O
71064P,SUPERMX-C4P,,,0.005,,-,-,0.085,0.005,0,,-,352670,43%,-0.007,,,Active,,,,,,,,,,,,,,,,,SUPERMX-C4P
7149WB,ENGKAH-WB,,,0.005,,-,-,0.04,0.005,0,,-,108280,33%,-0.003,,,Active,,,,,,,,,,,,,,,,,ENGKAH-WB
715376,KOSSAN-C76,,,0.005,,-,-,0.115,0.005,0,,-,411385,18%,,,,Active,,,,,,,,,,,,,,,,,KOSSAN-C76
715378,KOSSAN-C78,,,0.005,,-,-,0.145,0.005,0,,-,195395,29%,-0.014,,,Active,,,,,,,,,,,,,,,,,KOSSAN-C78
716048,PENTA-C48,,,-,,-,-,0.145,0.005,0,,-,170955,56%,-0.026,,,Suspended,,,,,,,,,,,,,,,,,PENTA-C48
7155WB,SKPRES-WB,,,0.005,,-,-,0.04,0.005,0,,-,342785,33%,-0.001,,,Active,,,,,,,,,,,,,,,,,SKPRES-WB
7145PA,TXCD-PA,,,0.03,,-,-,0.035,0.005,0,,-,33980,57%,0.002,,,"Active, Alert",,,,,,,,,,,,,,,,,TXCD-PA
7123WB,MAXLAND-WB,0.005,0.005,0.005,-,0.01,0.005,0.025,0.005,1026,,-,449520,50%,,,,Active,,,,,,,,,,,,,,,,,MAXLAND-WB
7130WA,RENEUCO-WA,0.005,0.005,0.005,-,0.005,0.005,0.04,0.005,1270,,100,256190,50%,-0.001,,,"Active, Alert",,,,,,,,,,,,,,,,,RENEUCO-WA
7188WC,BTM-WC,,,0.005,,-,-,0.02,0.005,0,,-,746605,50%,,,,Active,,,,,,,,,,,,,,,,,BTM-WC
720413,D&O-C13,,,0.005,,-,-,0.05,0.005,0,,-,-,37%,,,,Active,,,,,,,,,,,,,,,,,D&O-C13
720414,D&O-C14,,,0.005,,-,-,0.07,0.005,0,,-,477525,44%,-0.002,,,Active,,,,,,,,,,,,,,,,,D&O-C14
720415,D&O-C15,,,0.01,,-,-,0.085,0.005,0,,-,243275,25%,-0.009,,,Active,,,,,,,,,,,,,,,,,D&O-C15
7184,G3,0.02,0.02,0.02,-,0.02,0.015,0.035,0.005,350,,29,3200530,67%,,-0.51,,Active,,,,,,,,,,,,,,,,,G3
7192WA,GIIB-WA,,,0.005,,-,-,0.015,0.005,0,,-,225200,50%,,,,Active,,,,,,,,,,,,,,,,,GIIB-WA
7221WB,BSLCORP-WB,,,0.005,,-,-,0.005,0.005,0,,-,126675,100%,,,,Active,,,,,,,,,,,,,,,,,BSLCORP-WB
7233CZ,DUFU-CZ,,,0.005,,-,-,0.035,0.005,0,,-,-,42%,,,,Active,,,,,,,,,,,,,,,,,DUFU-CZ
7223WB,JADI-WB,,,0.005,,-,-,0.015,0.005,0,,-,411100,50%,,,,Active,,,,,,,,,,,,,,,,,JADI-WB
7215PA,NIHSIN-PA,,,0.015,,-,-,0.02,0.005,0,,-,522615,50%,0.001,,,Active,,,,,,,,,,,,,,,,,NIHSIN-PA
7315WC,AHB-WC,0.01,0.015,0.01,+0.005,0.015,0.01,0.02,0.005,1200,,-,546930,50%,,,,Active,,,,,,,,,,,,,,,,,AHB-WC
729341,YINSON-C41,0.015,0.015,0.02,-0.005,0.015,0.015,0.12,0.005,999,,-,640140,32%,-0.012,,,Active,,,,,,,,,,,,,,,,,YINSON-C41
72771V,DIALOG-C1V,,,-,,-,-,0.065,0.005,0,,-,2576020,100%,-0.001,,,Suspended,,,,,,,,,,,,,,,,,DIALOG-C1V
72771W,DIALOG-C1W,0.025,0.025,0.03,-0.005,0.025,0.025,0.1,0.005,5011,,19,2125400,67%,0.002,,,Active,,,,,,,,,,,,,,,,,DIALOG-C1W
72771X,DIALOG-C1X,,,0.005,,-,-,0.065,0.005,0,,-,340785,50%,-0.005,,,Active,,,,,,,,,,,,,,,,,DIALOG-C1X
72771Y,DIALOG-C1Y,,,0.005,,-,-,0.02,0.005,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,DIALOG-C1Y
7253WB,HANDAL-WB,,,0.005,,-,-,0.03,0.005,0,,-,74175,50%,-0.001,,,Active,,,,,,,,,,,,,,,,,HANDAL-WB
8044WA,CFM-WA,,,0.005,,-,-,0.01,0.005,0,,-,459945,50%,,,,Active,,,,,,,,,,,,,,,,,CFM-WA
8613WA,ENRA-WA,,,0.02,,-,-,0.12,0.005,0,,-,47440,62%,-0.014,,,Active,,,,,,,,,,,,,,,,,ENRA-WA
858376,MAHSING-C76,,,0.01,,-,-,0.02,0.005,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,MAHSING-C76
8745WC,S&FCAP-WC,,,0.005,,-,-,0.05,0.005,0,,-,176190,100%,-0.001,,,Active,,,,,,,,,,,,,,,,,S&FCAP-WC
866494,SPSETIA-C94,0.005,0.005,0.005,-,0.005,0.005,0.15,0.005,1770,,28,83490,29%,,,,Active,,,,,,,,,,,,,,,,,SPSETIA-C94
858373,MAHSING-C73,,,0.005,,-,-,0.07,0.005,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,MAHSING-C73
858374,MAHSING-C74,,,0.005,,-,-,0.105,0.005,0,,-,774600,50%,-0.002,,,Active,,,,,,,,,,,,,,,,,MAHSING-C74
8923WB,JIANKUN-WB,0.005,0.01,0.01,-,0.01,0.005,0.025,0.005,101,,1,90115,50%,,,,Active,,,,,,,,,,,,,,,,,JIANKUN-WB
9008WC,OMESTI-WC,0.005,0.005,0.01,-0.005,0.005,0.005,0.03,0.005,1320,,95,169760,60%,,,,Active,,,,,,,,,,,,,,,,,OMESTI-WC
8966WB,TECHBASE-WB,0.005,0.005,0.005,-,0.005,0.005,0.035,0.005,1000,,-,180825,50%,,,,Active,,,,,,,,,,,,,,,,,TECHBASE-WB
9393WA,ITRONIC-WA,0.005,0.01,0.01,-,0.015,0.005,0.025,0.005,8501,,47,246820,33%,,,,Active,,,,,,,,,,,,,,,,,ITRONIC-WA
967937,WCT-C37,,,0.025,,-,-,0.05,0.005,0,,-,423880,63%,0.004,,,Active,,,,,,,,,,,,,,,,,WCT-C37
9318WC,FITTERS-WC,,,0.005,,-,-,0.005,0.005,0,,-,209260,100%,,,,Active,,,,,,,,,,,,,,,,,FITTERS-WC
0022,PARLO,0.02,0.02,0.015,+0.005,0.02,0.015,0.08,0.01,144,,41,862620,40%,-0.001,-1.41,,Active,,,,,,,,,,,,,,,,,PARLO
0055WB,SERSOL-WB,,,0.01,,-,-,0.055,0.01,0,,-,129970,38%,-0.004,,,Active,,,,,,,,,,,,,,,,,SERSOL-WB
0007,PUC,0.02,0.025,0.025,-,0.025,0.02,0.05,0.01,1704,,59,2246485,60%,,-3.06,,Active,,,,,,,,,,,,,,,,,PUC
0084WB,FAST-WB,,,0.02,,-,-,0.03,0.01,0,,-,135890,60%,-0.001,,,Active,,,,,,,,,,,,,,,,,FAST-WB
0085WD,MLAB-WD,,,0.01,,-,-,0.03,0.01,0,,-,69170,33%,-0.002,,,Active,,,,,,,,,,,,,,,,,MLAB-WD
0096,NEXGRAM,0.02,0.015,0.015,-,0.02,0.015,0.02,0.01,318,,69,276780,43%,,-0.5,,Active,,,,,,,,,,,,,,,,,NEXGRAM
0075,LYC,0.015,0.02,0.02,-,0.02,0.015,0.11,0.01,1284,,1,463685,33%,-0.003,-2.64,,"Active, Alert",,,,,,,,,,,,,,,,,LYC
0070,MQTECH,0.05,0.05,0.05,-,0.05,0.045,0.15,0.01,176,,-,531980,43%,-0.001,-1.14,,Active,,,,,,,,,,,,,,,,,MQTECH
0133,SANICHI,0.115,0.115,0.115,-,0.12,0.115,0.16,0.01,2287,,-,166415,47%,0.004,-10.7,,Active,,,,,,,,,,,,,,,,,SANICHI
0140,XOXNET,0.01,0.01,0.01,-,0.01,0.01,0.03,0.01,1340,,-,118040,33%,,-0.69,,Active,,,,,,,,,,,,,,,,,XOXNET
01663F,INARI-C3F,0.015,0.015,0.015,-,0.015,0.015,0.095,0.01,350,,-,177175,33%,-0.007,,,Active,,,,,,,,,,,,,,,,,INARI-C3F
0174PA,EVD-PA,,,0.025,,-,-,0.04,0.01,0,,-,41600,48%,-0.001,,,Active,,,,,,,,,,,,,,,,,EVD-PA
0172WB,OCK-WB,0.01,0.015,0.015,-,0.015,0.01,0.215,0.01,1211,,92,427000,25%,-0.002,,,Active,,,,,,,,,,,,,,,,,OCK-WB
0207WA,MESTRON-WA,0.025,0.03,0.025,+0.005,0.03,0.025,0.105,0.01,2745,,64,553270,50%,0.001,,,Active,,,,,,,,,,,,,,,,,MESTRON-WA
0229WB,MOBILIA-WB,,,0.02,,-,-,0.055,0.01,0,,-,86155,67%,,,,Active,,,,,,,,,,,,,,,,,MOBILIA-WB
0270CN,NATGATE-CN,0.005,0.005,0.01,-0.005,0.005,0.005,0.34,0.01,3000,,50,55705,13%,-0.043,,,Active,,,,,,,,,,,,,,,,,NATGATE-CN
0650B3,FBMKLCI-HB3,0.005,0.005,0.015,-0.01,0.005,0.005,0.395,0.01,6525,,8,766875,18%,-0.029,,,Active,,,,,,,,,,,,,,,,,FBMKLCI-HB3
0650B6,FBMKLCI-HB6,0.005,0.005,0.01,-0.005,0.005,0.005,0.095,0.01,5000,,25,189860,16%,-0.011,,,Active,,,,,,,,,,,,,,,,,FBMKLCI-HB6
058243,ALIBABA-C43,,,0.015,,-,-,0.16,0.01,0,,-,562270,31%,-0.016,,,Active,,,,,,,,,,,,,,,,,ALIBABA-C43
0652GS,HSI-CWGS,0.005,0.005,0.01,-0.005,0.01,0.005,0.185,0.01,11182,,-,40030685,25%,-0.024,,,Active,,,,,,,,,,,,,,,,,HSI-CWGS
0652FL,HSI-PWFL,,,0.02,,-,-,0.43,0.01,0,,-,15580,29%,-0.037,,,Active,,,,,,,,,,,,,,,,,HSI-PWFL
0652HQ,HSI-PWHQ,,,0.015,,-,-,0.035,0.01,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,HSI-PWHQ
0652HR,HSI-PWHR,,,0.01,,-,-,0.01,0.01,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,HSI-PWHR
065655,SP500-H55,0.015,0.015,0.015,-,0.015,0.015,1.12,0.01,1000,,100,90735,37%,-0.039,,,Active,,,,,,,,,,,,,,,,,SP500-H55
106664,RHBBANKC64,0.03,0.035,0.03,+0.005,0.035,0.03,0.11,0.01,2930,,32,2240820,80%,,,,Active,,,,,,,,,,,,,,,,,RHBBANKC64
16193L,DRBHCOMC3L,0.025,0.025,0.02,+0.005,0.025,0.025,0.12,0.01,2600,,100,578565,25%,-0.008,,,Active,,,,,,,,,,,,,,,,,DRBHCOMC3L
11551U,MAYBANKC1U,,,0.01,,-,-,0.095,0.01,0,,-,45405,36%,-0.017,,,Active,,,,,,,,,,,,,,,,,MAYBANKC1U
181894,BURSA-C94,0.015,0.02,0.02,-,0.02,0.015,0.075,0.01,1105,,95,359800,43%,-0.003,,,Active,,,,,,,,,,,,,,,,,BURSA-C94
333697,IJM-C97,0.035,0.035,0.035,-,0.035,0.03,0.105,0.01,4961,,56,386265,40%,,,,Active,,,,,,,,,,,,,,,,,IJM-C97
31823T,GENTINGC3T,,,0.01,,-,-,0.05,0.01,0,,-,701285,25%,-0.004,,,Active,,,,,,,,,,,,,,,,,GENTINGC3T
416235,BAT-C35,,,0.01,,-,-,0.11,0.01,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,BAT-C35
46771F,YTL-C1F,0.035,0.035,0.04,-0.005,0.035,0.03,0.075,0.01,29764,,97,9299915,57%,0.001,,,Active,,,,,,,,,,,,,,,,,YTL-C1F
5037,COMPUGT,0.01,0.01,0.01,-,0.01,0.01,0.02,0.01,1570,,-,220375,50%,-0.001,-0.18,,Active,,,,,,,,,,,,,,,,,COMPUGT
5040,MERIDIAN,0.035,0.03,0.03,-,0.035,0.03,0.095,0.01,309,,35,60170,56%,,-23.64,,"Active, Alert",,,,,,,,,,,,,,,,,MERIDIAN
510216,GCB-C16,,,0.005,,-,-,0.14,0.01,0,,-,412855,36%,-0.011,,,Active,,,,,,,,,,,,,,,,,GCB-C16
5098WB,MASTEEL-WB,,,0.02,,-,-,0.095,0.01,0,,-,389215,50%,,,,Active,,,,,,,,,,,,,,,,,MASTEEL-WB
514148,DAYANG-C48,,,0.01,,-,-,0.095,0.01,0,,-,154430,32%,,,,Active,,,,,,,,,,,,,,,,,DAYANG-C48
51682T,HARTA-C2T,0.01,0.01,0.01,-,0.01,0.01,0.125,0.01,500,,100,69870,31%,-0.018,,,Active,,,,,,,,,,,,,,,,,HARTA-C2T
51682V,HARTA-C2V,,,0.01,,-,-,0.085,0.01,0,,-,1010450,36%,,,,Active,,,,,,,,,,,,,,,,,HARTA-C2V
51682W,HARTA-C2W,,,0.01,,-,-,0.085,0.01,0,,-,254245,100%,-0.013,,,Active,,,,,,,,,,,,,,,,,HARTA-C2W
5172,SINARAN,0.02,0.02,0.015,+0.005,0.02,0.02,0.14,0.01,501,,100,5184785,40%,-0.002,-2.21,,Active,,,,,,,,,,,,,,,,,SINARAN
5172WB,SINARAN-WB,,,0.01,,-,-,0.035,0.01,0,,-,116235,40%,-0.001,,,Active,,,,,,,,,,,,,,,,,SINARAN-WB
5156,XDL,0.01,0.015,0.015,-,0.015,0.01,0.025,0.01,3930,,25,953350,60%,,-1.02,,Active,,,,,,,,,,,,,,,,,XDL
518522,AFFIN-C22,,,0.015,,-,-,0.05,0.01,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,AFFIN-C22
51831G,PCHEM-C1G,,,0.005,,-,-,0.035,0.01,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,PCHEM-C1G
52101A,ARMADA-C1A,,,0.01,,-,-,0.035,0.01,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,ARMADA-C1A
521097,ARMADA-C97,,,0.005,,-,-,0.12,0.01,0,,-,92030,33%,-0.024,,,Active,,,,,,,,,,,,,,,,,ARMADA-C97
5202C7,MSM-C7,,,0.01,,-,-,0.04,0.01,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,MSM-C7
519976,HIBISCS-C76,,,0.015,,-,-,0.1,0.01,0,,-,320570,46%,,,,Active,,,,,,,,,,,,,,,,,HIBISCS-C76
522550,IHH-C50,,,0.035,,-,-,0.035,0.01,0,,-,-,0%,,,,Active,,,,,,,,,,,,,,,,,IHH-C50
521666,NEXG-C66,0.105,0.105,0.1,+0.005,0.105,0.105,0.18,0.01,45,,-,1066855,35%,0.006,,,Active,,,,,,,,,,,,,,,,,NEXG-C66
