"Code","Stock","Sector","Open","Last","Prv Close","Chg","High","Low","Y-High","Y-Low","Vol","DY*","B%","Vol MA (20)","RSI (14)","MACD (26, 12)","EPS*","P/E","Status","Listed on"
="5916CT","MSC-CT","302","","","0.035","","-","-","0.085","0.020","0","","-","193000","50%","-0.001","","","Active","300"
="5916CU","MSC-CU","302","0.165","0.165","0.085","+0.080","0.165","0.165","0.085","0.080","600","","100","-","0%","","","","Active","300"
="0573C5","MSFT-C5","358","","","0.160","","-","-","0.210","0.160","0","","-","-","0%","","","","Active","300"
="5202","MSM","101","1.000","1.010","1.000","+0.010","1.010","0.995","1.580","0.850","4768","","21","1284465","64%","-0.008","4.45","22.72","Active","100"
="520210","MSM-C10","301","","","0.065","","-","-","0.070","0.060","0","","-","-","0%","","","","Active","300"
="520211","MSM-C11","301","","","0.035","","-","-","0.035","0.035","0","","-","-","0%","","","","Active","300"
="520212","MSM-C12","301","","","0.095","","-","-","0.115","0.080","0","","-","-","0%","","","","Active","300"
="5202C5","MSM-C5","301","","","0.020","","-","-","0.130","0.015","0","","-","159220","25%","-0.006","","","Active","300"
="5202C6","MSM-C6","301","","","0.035","","-","-","0.120","0.035","0","","-","-","0%","","","","Active","300"
="5202C7","MSM-C7","301","","","0.005","","-","-","0.040","0.005","0","","-","-","0%","","","","Active","300"
="5202C8","MSM-C8","301","0.020","0.020","0.020","-","0.020","0.020","0.045","0.020","3000","","-","-","0%","","","","Active","300"
="5202C9","MSM-C9","301","","","0.065","","-","-","0.100","0.065","0","","-","356255","30%","-0.004","","","Active","300"
="5011","MSNIAGA","105","1.300","1.300","1.300","-","1.300","1.300","1.650","1.210","20","","100","5145","38%","-0.024","-5.59","","Active","100"
="5316","MSTGOLF","101","0.200","0.200","0.200","-","0.200","0.200","0.265","0.180","1745","1.25%","3","120690","29%","-0.004","0.75","32.39","Active","100"
="0213","MTAG","402","0.280","0.280","0.280","-","0.280","0.280","0.370","0.245","108","0.07%","50","313545","17%","-0.006","1.81","15.46","Active","400"
="0295","MTEC","402","1.180","1.180","1.180","-","1.200","1.170","1.300","0.980","4926","0.48%","75","290610","69%","0.016","2.68","44.41","Active","400"
="0092","MTOUCHE","463","0.030","0.035","0.030","+0.005","0.035","0.025","0.065","0.005","70454","","76","10950400","42%","","-1.63","","Active","400"
="0043","MTRONIC","102","0.010","0.010","0.010","-","0.010","0.010","0.020","0.005","6008","","99","1214960","33%","","-0.68","","Active","100"
="3883","MUDA","102","0.820","0.820","0.880","-0.060","0.820","0.820","1.280","0.800","301","2.44%","-","8175","52%","-0.023","-16.56","","Active","100"
="5085","MUDAJYA","103","0.080","0.090","0.085","+0.005","0.090","0.080","0.130","0.075","12369","","100","323095","50%","","3.88","2.52","Active","100"
="5085WB","MUDAJYA-WB","103","0.035","0.035","0.025","+0.010","0.035","0.035","0.055","0.015","1","","100","81465","41%","-0.003","","","Active","100"
="9539","MUH","120","0.365","0.370","0.360","+0.010","0.370","0.365","0.450","0.335","1440","","100","27875","49%","0.003","3.69","10.07","Active","100"
="5703","MUHIBAH","103","0.545","0.555","0.545","+0.010","0.560","0.545","0.965","0.510","8215","5.41%","43","818290","56%","-0.006","10.04","2.98","Active","100"
="3891","MUIIND","101","0.055","0.055","0.060","-0.005","0.060","0.055","0.080","0.050","4003","","-","1431490","50%","","-2.20","","Active","100"
="3913","MUIPROP","120","0.285","0.285","0.285","-","0.290","0.285","0.510","0.280","4279","28.07%","3","2942170","13%","-0.022","0.27","11.18","Active","100"
="3905","MULPHA","101","2.990","2.970","2.970","-","3.000","2.970","3.420","2.400","85","","-","10195","35%","-0.026","22.85","12.38","Active","100"
="03064","MYAXIS","701","","","0.250","","-","-","0.310","0.180","0","","-","-","36%","","","","Active","700"
="5087","MYCRON","102","0.265","0.265","0.260","","0.265","0.265","","","400","","-","-","","","-0.40","","Active","-"
="5275","MYNEWS","101","0.645","0.665","0.640","","0.665","0.645","","","12634","","-","-","","","1.25","","Active","-"
="7692","MYTECH","102","0.000","","0.305","","-","-","","","0","","-","-","","","1.17","","Active","-"
="0108","N2N","405","0.375","0.375","0.375","","0.375","0.375","","","1000","","-","-","","","-4.69","","Active","-"
="0206","NADIBHD","403","0.390","0.395","0.390","","0.400","0.390","","","27211","","-","-","","","0.76","","Active","-"
="5073","NAIM","120","0.845","0.845","0.845","","0.845","0.835","","","1907","","-","-","","","45.58","","Active","-"
="0270","NATGATE","102","1.330","1.300","1.330","","1.340","1.290","","","83615","","-","-","","","7.04","","Active","-"
="0270C1","NATGATE-C1","302","0.080","0.080","0.080","","0.080","0.080","","","1200","","-","-","","","","","Active","-"
="0270CJ","NATGATE-CJ","302","0.000","","0.020","","-","-","","","0","","-","-","","","","","Active","-"
="0270CL","NATGATE-CL","302","0.005","0.005","0.005","-","0.005","0.005","0.130","0.005","100","","-","284970","100%","-0.002","","","Active","300"
="0270CM","NATGATE-CM","302","","","0.075","","-","-","0.205","0.055","0","","-","1154420","33%","-0.008","","","Active","300"
="0270CN","NATGATE-CN","302","","","0.005","","-","-","0.340","0.005","0","","-","218420","5%","-0.044","","","Active","300"
="0270CO","NATGATE-CO","302","0.040","0.040","0.045","-0.005","0.040","0.035","0.270","0.030","15595","","45","1867435","29%","-0.014","","","Active","300"
="0270CP","NATGATE-CP","302","","","0.040","","-","-","0.160","0.030","0","","-","197945","53%","-0.010","","","Active","300"
="0270CQ","NATGATE-CQ","302","","","0.025","","-","-","0.110","0.025","0","","-","803445","29%","-0.010","","","Active","300"
="0270CR","NATGATE-CR","302","","","0.015","","-","-","0.060","0.015","0","","-","309490","30%","-0.010","","","Active","300"
="0270CS","NATGATE-CS","302","0.010","0.010","0.010","-","0.010","0.010","0.110","0.005","1","","100","262995","47%","-0.016","","","Active","300"
="0270CT","NATGATE-CT","302","0.035","0.040","0.040","-","0.040","0.035","0.175","0.030","6026","","62","415740","47%","-0.011","","","Active","300"
="0270CU","NATGATE-CU","302","0.075","0.075","0.075","-","0.075","0.075","0.165","0.065","500","","-","152930","39%","-0.014","","","Active","300"
="0270CV","NATGATE-CV","302","0.055","0.050","0.050","-","0.055","0.050","0.170","0.040","10900","","64","383245","53%","-0.018","","","Active","300"
="0270CW","NATGATE-CW","302","","","0.040","","-","-","0.075","0.030","0","","-","1891700","35%","","","","Active","300"
="0270CX","NATGATE-CX","302","0.055","0.055","0.055","-","0.060","0.055","0.075","0.045","5600","","37","-","0%","","","","Active","300"
="0270CY","NATGATE-CY","302","","","0.055","","-","-","0.070","0.040","0","","-","-","0%","","","","Active","300"
="0270CZ","NATGATE-CZ","302","","","0.170","","-","-","","","0","","-","-","0%","","","","Active","300"
="0056","NCT","120","0.500","0.495","0.500","-0.005","0.500","0.490","0.530","0.440","3109","","42","1157565","55%","0.005","2.34","26.50","Active","100"
="0659CK","NDX-CK","358","","","-","","-","-","1.090","0.295","0","","-","79990","89%","","","","Suspended, Forbid","300"
="0659CL","NDX-CL","358","","","-","","-","-","0.245","0.120","0","","-","33235","42%","","","","Suspended, Forbid","300"
="0659CM","NDX-CM","358","","","0.260","","-","-","0.275","0.180","0","","-","-","0%","","","","Active","300"
="0659HL","NDX-HL","358","","","-","","-","-","0.825","0.005","0","","-","305125","26%","-0.036","","","Suspended, Forbid","300"
="0659HM","NDX-HM","358","0.065","0.065","0.075","-0.010","0.065","0.065","0.245","0.075","150","","-","630535","13%","-0.029","","","Active","300"
="0325","NE","402","0.755","0.815","0.760","+0.055","0.830","0.755","0.780","0.275","92188","","67","5404345","62%","0.030","1.86","43.88","Active","400"
="0235","NESTCON","403","0.310","0.310","0.320","-0.010","0.310","0.310","0.435","0.300","60","","-","125410","55%","-0.004","1.10","36.25","Active","400"
="4707","NESTLE","101","96.900","96.600","96.500","+0.100","97.320","96.240","106.000","61.800","617","1.85%","44","117415","58%","2.314","177.24","54.50","Active","100"
="0020","NETX","405","0.035","0.040","0.035","+0.005","0.045","0.035","0.125","0.030","1288","","31","76920","50%","-0.001","-3.02","","Active","400"
="0020WD","NETX-WD","405","","","0.005","","-","-","0.030","0.005","0","","-","62780","50%","","","","Active","400"
="5216","NEXG","105","0.500","0.510","0.500","+0.010","0.520","0.500","0.535","0.210","479625","1.47%","86","27924595","50%","0.008","4.15","16.34","Active","100"
="521666","NEXG-C66","305","","","0.110","","-","-","0.180","0.010","0","","-","71735","35%","0.003","","","Suspended, Forbid","300"
="521667","NEXG-C67","305","","","0.115","","-","-","","","0","","-","-","","","","","Active","300"
="521668","NEXG-C68","305","0.000","","0.130","","-","-","","","0","","-","-","","","","","Active","-"
="521669","NEXG-C69","305","0.000","","0.130","","-","-","","","0","","-","-","","","","","Active","-"
="521670","NEXG-C70","305","0.100","0.115","0.095","","0.115","0.100","","","1475","","-","-","","","","","Active","-"
="521671","NEXG-C71","305","0.050","0.050","0.295","","0.050","0.050","","","58","","-","-","","","","","Active","-"
="521672","NEXG-C72","305","0.000","","0.075","","-","-","","","0","","-","-","","","","","Active","-"
="521673","NEXG-C73","305","0.000","","0.130","","-","-","","","0","","-","-","","","","","Active","-"
="521674","NEXG-C74","305","0.075","0.080","0.090","","0.080","0.075","","","306","","-","-","","","","","Active","-"
="521675","NEXG-C75","305","0.000","","0.100","","-","-","","","0","","-","-","","","","","Active","-"
="521676","NEXG-C76","305","0.080","0.080","0.070","","0.080","0.080","","","300","","-","-","","","","","Active","-"
="521677","NEXG-C77","305","0.000","","0.110","","-","-","","","0","","-","-","","","","","Active","-"
="521678","NEXG-C78","305","0.075","0.075","0.080","","0.075","0.075","","","100","","-","-","","","","","Active","-"
="521679","NEXG-C79","305","0.090","0.090","0.080","","0.090","0.090","","","50000","","-","-","","","","","Active","-"
="521680","NEXG-C80","305","0.075","0.075","0.080","","0.075","0.075","","","100","","-","-","","","","","Active","-"
="521681","NEXG-C81","305","0.000","","0.150","","-","-","","","0","","-","-","","","","","Active","-"
="521682","NEXG-C82","305","0.000","","0.150","","-","-","","","0","","-","-","","","","","Active","-"
="5216WB","NEXG-WB","105","0.290","0.305","0.290","","0.310","0.290","","","54262","","-","-","","","","","Active","-"
="7154","NEXGBINA","101","0.090","0.085","0.085","","0.095","0.085","","","149142","","-","-","","","0.09","","Active","-"
="7154WC","NEXGBINA-WC","101","0.030","0.030","0.035","","0.035","0.030","","","7720","","-","-","","","","","Active","-"
="0096","NEXGRAM","463","0.015","0.015","0.015","","0.015","0.015","","","503","","-","-","","","-0.50","","Active","-"
="0096WD","NEXGRAM-WD","463","0.000","","0.005","","-","-","","","0","","-","-","","","","","Active","-"
="7241","NGGB","102","0.800","0.795","0.800","","0.800","0.790","","","18610","","-","-","","","2.45","","Active","-"
="5614","NHB","161","0.580","0.570","0.580","-0.010","0.585","0.570","0.600","0.370","783","","85","296365","53%","0.016","-3.60","","Active","100"
="7060","NHFATT","101","1.650","1.590","1.660","-0.070","1.660","1.530","2.090","1.620","2518","5.66%","22","23365","22%","-0.062","26.61","5.98","Active","100"
="7139","NICE","101","0.130","0.130","0.130","-","0.130","0.125","0.205","0.095","12300","","84","1887685","78%","0.005","-0.80","","Active","100"
="7215","NIHSIN","101","0.105","0.110","0.105","+0.005","0.110","0.105","0.125","0.085","502","","-","253375","100%","-0.002","-1.40","","Active","100"
="7215PA","NIHSIN-PA","101","","","0.015","","-","-","0.020","0.005","0","","-","277995","50%","","","","Active","100"
="0654CR","NIKKEI-CR","358","0.500","0.500","0.435","+0.065","0.500","0.500","0.500","0.210","50","","-","87655","63%","","","","Active","300"
="0654CS","NIKKEI-CS","358","","","0.980","","-","-","0.980","0.770","0","","-","-","0%","","","","Active","300"
="0654HP","NIKKEI-HP","358","","","0.060","","-","-","0.210","0.060","0","","-","-","0%","","","","Active","300"
="0654HQ","NIKKEI-HQ","358","0.090","0.090","0.100","-0.010","0.090","0.090","0.460","0.095","846","","100","785365","22%","-0.058","","","Active","300"
="059712","NIO-C12","358","","","0.415","","-","-","0.155","0.080","0","","-","-","45%","","","","Active","300"
="0340","NORTHERN","461","0.725","0.720","0.720","-","0.725","0.710","0.955","0.460","3177","","58","1146630","48%","0.001","2.88","24.97","Active","400"
="0083","NOTION","105","0.625","0.610","0.620","-0.010","0.630","0.600","1.460","0.460","77625","3.28%","39","6673230","69%","0.005","8.66","7.12","Active","100"
="0083WD","NOTION-WD","105","0.465","0.445","0.465","-0.020","0.470","0.430","0.975","0.260","8784","","23","442905","75%","0.009","","","Active","100"
="0201","NOVA","162","0.345","0.350","0.345","+0.005","0.350","0.345","0.480","0.260","311","","36","55595","50%","","2.43","14.43","Active","100"
="0026","NOVAMSC","405","0.045","0.050","0.050","-","0.050","0.040","0.180","0.040","52650","","47","352735","57%","","-0.57","","Active","400"
="03045","NP","705","","","0.275","","-","-","","","0","","-","-","0%","","","","Active","700"
="03006","NPS","762","","","0.215","","-","-","","","0","","-","61145","53%","","","","Active","700"
="2038","NSOP","125","5.160","5.210","5.160","+0.050","5.240","5.160","5.200","3.800","403","3.84%","62","8290","76%","0.085","52.05","9.17","Active","100"
="5066","NTPM","101","0.210","0.210","0.220","-0.010","0.210","0.205","0.380","0.205","635","1.90%","25","101250","43%","-0.005","-3.17","","Active","100"
="0734C2","NVIDIA-C2","358","0.220","0.220","0.210","+0.010","0.220","0.220","0.210","0.100","2000","","50","289515","100%","0.036","","","Active","300"
="5265","OASIS","101","0.205","0.205","0.205","-","0.205","0.205","0.240","0.130","102","","-","759150","40%","","-0.62","","Active","100"
="0327","OBHB","401","0.175","0.175","0.175","-","0.175","0.170","0.275","0.135","8053","1.37%","98","493555","78%","0.002","1.40","15.00","Active","400"
="5533","OCB","101","","","0.800","","-","-","0.870","0.650","0","2.50%","-","26740","76%","0.025","4.05","14.37","Active","100"
="0172","OCK","163","0.425","0.415","0.425","","0.425","0.415","","","2643","2.35%","-","-","","","3.09","10.97","Active","100"
="0172WB","OCK-WB","163","0.020","0.025","0.030","","0.025","0.020","","","1900","","-","-","","","","","Active","-"
="0049","OCNCASH","101","0.235","0.235","0.235","","0.240","0.230","","","78102","","-","-","","","-0.09","","Active","-"
="7071","OCR","103","0.040","0.045","0.040","","0.050","0.040","","","106591","","-","-","","","0.25","","Active","-"
="7071WE","OCR-WE","103","0.025","0.020","0.020","","0.025","0.020","","","3380","","-","-","","","","","Active","-"
="0312","OFB","401","0.230","0.225","0.230","","0.230","0.220","","","1285","","-","-","","","1.04","","Active","-"
="7107","OFI","101","1.370","1.370","1.380","","1.370","1.370","","","226","","-","-","","","16.20","","Active","-"
="0357","OHM","401","0.315","0.310","0.320","","0.315","0.310","","","2770","","-","-","","","1.56","","Active","-"
="5827","OIB","120","1.290","1.280","1.300","","1.290","1.280","","","80","","-","-","","","18.34","","Active","-"
="5827WA","OIB-WA","120","0.000","","0.155","","-","-","","","0","","-","-","","","","","Active","-"
="7140","OKA","102","0.480","0.475","0.480","","0.485","0.475","","","1970","","-","-","","","4.07","","Active","-"
="3018","OLYMPIA","101","0.065","0.065","0.065","","0.065","0.065","","","430","","-","-","","","-1.30","","Active","-"
="9008","OMESTI","105","0.110","0.110","0.105","","0.110","0.105","","","33915","","-","-","","","-46.58","","Active","-"
="9008PB","OMESTI-PB","105","0.680","0.690","0.690","","0.690","0.680","","","1800","","-","-","","","","","Active","-"
="9008WC","OMESTI-WC","105","0.005","0.005","0.005","","0.005","0.005","","","327","","-","-","","","","","Active","-"
="5298","OMH","102","0.785","0.785","0.750","","0.785","0.785","","","5","","-","-","","","","","Active","-"
="5079","ONEGLOVE","101","0.185","0.185","0.190","","0.190","0.185","","","2792","","-","-","","","-5.79","","Active","-"
="5079WA","ONEGLOVE-WA","101","0.055","0.060","0.065","","0.065","0.055","","","1006","","-","-","","","","","Active","-"
="0040","OPENSYS","105","0.325","0.320","0.325","","0.330","0.320","","","5178","","-","-","","","2.67","","Active","-"
="0275","OPPSTAR","405","0.585","0.565","0.575","","0.585","0.555","","","66710","","-","-","","","-1.91","","Active","-"
="0222","OPTIMAX","162","0.660","0.695","0.660","","0.695","0.650","","","33991","","-","-","","","2.40","","Active","-"
="0222WA","OPTIMAX-WA","162","0.130","0.145","0.130","","0.145","0.125","","","8881","","-","-","","","","","Active","-"
="0252","ORGABIO","401","0.300","0.300","0.300","","0.300","0.300","","","2","","-","-","","","1.58","","Active","-"
="0252WA","ORGABIO-WA","401","0.000","","0.120","","-","-","","","0","","-","-","","","","","Active","-"
="4006","ORIENT","101","6.850","6.890","6.850","","6.890","6.840","","","1005","","-","-","","","93.50","","Active","-"
="5065","ORNA","102","0.795","0.795","0.795","","0.795","0.795","","","30","","-","-","","","7.52","","Active","-"
="5053","OSK","120","1.330","1.310","1.320","","1.330","1.300","","","10427","","-","-","","","26.02","","Active","-"
="0053","OSKVI","410","0.600","0.600","0.640","-0.040","0.600","0.600","0.670","0.450","13","","-","25800","68%","0.014","11.97","5.04","Active","400"
="0153","OVERSEA","401","","","0.025","","-","-","0.070","0.020","0","","-","5944915","50%","-0.001","0.22","13.94","Active","400"
="0153WB","OVERSEA-WB","401","","","0.010","","-","-","0.035","0.005","0","","-","310545","40%","-0.004","","","Active","400"
="0220","OVH","461","","","0.155","","-","-","0.205","0.135","0","","-","406900","60%","-0.004","1.49","83.56","Active","400"
="0220WA","OVH-WA","461","0.025","0.025","0.030","-0.005","0.025","0.025","0.040","0.015","3150","","-","968080","67%","","","","Active","400"
